,Date,Open,Close,High,Low,Volume
51,1635469200000,61421.0,61423.0,62100.0,61298.0,326.20037482
52,1635465600000,60579.0,61415.0,61422.0,60188.0,313.248875
53,1635462000000,60531.0,60598.0,60789.0,60349.0,155.54426441
54,1635458400000,60726.0,60535.0,60946.0,60396.0,99.84088751
55,1635454800000,61382.66903964,60738.55387301,61394.0,60488.0,325.96483977
56,1635451200000,61306.07303287,61383.0,62444.0,61037.0,979.94646771
57,1635447600000,60146.0,61307.0,61444.0,59577.31825039,423.52444662
58,1635444000000,61149.0,60133.0,61256.0,57606.0,2514.55548559
59,1635440400000,61181.28338045,61144.0,61306.0,60850.0,251.95939945
60,1635436800000,61179.36497953,61179.0,61334.0,61135.83517901,133.53093161
61,1635433200000,61577.0,61179.36497953,61593.0,61100.0,106.35571012
62,1635429600000,61628.64034648,61575.12602293,61694.0,61276.22740462,176.21623138
63,1635426000000,61141.81763232,61628.0,61780.0,60989.0,381.57798431
64,1635422400000,61001.0,61141.0,61285.0,60925.0,260.57940518
65,1635418800000,61042.0,61001.0,61083.0,60788.0,190.89829539
66,1635415200000,61001.01049679,61049.0,61208.0,60827.03062969,132.38750669
67,1635411600000,60557.8889436,61000.0,61232.0,60421.0,427.25904903
68,1635408000000,59011.14020167,60564.0,60651.0,59011.0,699.93187206
69,1635404400000,59053.0,59008.0,59214.0,58857.0,63.64064931
70,1635400800000,59049.0,59050.0,59230.0,58700.0,178.96565372
71,1635397200000,58783.0,59048.0,59148.0,58751.0,137.94520367
72,1635393600000,58851.0,58782.54895225,59224.0,58715.0,80.97104888
73,1635390000000,58926.50874454,58850.0,59154.0,58701.0,56.418242060000004
74,1635386400000,58926.0,58926.0,58926.0,58661.0,29.83185251
75,1635382800000,58249.0,58927.0,58959.0,58078.0,126.96894698
76,1635379200000,58438.0,58252.0,58868.0,58220.0,130.91142696
77,1635375600000,58755.0,58449.27880851,58900.0,58431.0,72.63424495
78,1635372000000,58746.0,58751.0,58858.0,58505.0,60.0304935
79,1635368400000,58888.0,58744.0,59090.22194736,58744.0,52.81607967
80,1635364800000,59069.0,58888.0,59585.0,58588.0,286.33654446
81,1635361200000,58733.0,59084.16693149,59159.0,58156.0,277.30976994
82,1635357600000,58906.0,58734.0,59019.0,58691.0,110.78177209
83,1635354000000,58886.0,58919.0,59179.0,58812.0,94.02422172
84,1635350400000,58817.0,58887.02535502,59080.0,58559.0,137.97741962999999
85,1635346800000,59159.81016602,58824.97322573,59339.0,58767.0,144.43370872
86,1635343200000,59002.0,59169.0,59398.0,58726.0,186.28429989
87,1635339600000,58994.0,59000.0,59299.0,58884.0,141.18435246
88,1635336000000,58529.0,58990.0,59037.0,58250.0,260.56135139
89,1635332400000,58913.0,58551.0,59140.0,58507.0,168.49985462
90,1635328800000,58914.87769547,58913.0,59098.0,58350.0,332.58033969
91,1635325200000,59180.0,58914.87769547,59185.0,58630.0,200.29532359
92,1635321600000,59928.16233687,59192.0,59929.0,57950.0,3348.21358914
93,1635318000000,60697.0,59929.0,60952.0,59910.0,323.44956799
94,1635314400000,60923.0,60697.0,60975.0,60635.0,73.14139538
95,1635310800000,61180.0,60923.0,61390.0,60808.0,67.46729608
96,1635307200000,60696.0,61167.0,61450.0,60503.0,310.63957119
97,1635303600000,60405.0,60697.0,60810.0,60345.0,70.50595783
98,1635300000000,60508.0,60386.0,60621.0,60345.0,256.63573443
99,1635296400000,60645.0,60505.0,60844.83767687,60456.0,54.47411962
100,1635292800000,60285.0,60645.0,60755.07374991,60113.0,105.58757276
101,1635289200000,60265.0,60288.0,60549.0,60160.0,125.85530853
102,1635285600000,60797.0,60275.0,60884.0,59766.0,913.24324508
103,1635282000000,62087.0,60809.0,62087.0,60471.0,602.6231761
104,1635278400000,61989.0,62089.0,62289.0,61875.0,66.57121978
105,1635274800000,62323.23857889,61989.0,62350.47864229,61934.0,38.24315154
106,1635271200000,62467.0,62300.0,62593.0,62273.0,79.20084563
107,1635267600000,62046.0,62465.0,62512.0,61994.0,105.12542091
108,1635264000000,62529.1885158,62043.0,62720.0,61912.62021177,208.56801227
109,1635260400000,61935.0,62542.0,62779.0,61850.0,240.12103677
110,1635256800000,62218.0,61944.0,62257.0,61850.0,301.28471731
111,1635253200000,62507.0,62212.0,62578.0,62110.0,224.49322536
112,1635249600000,62779.0,62488.0,62883.0,62316.0,119.22224318
113,1635246000000,63005.0,62778.0,63121.0,62706.0,161.84864047
114,1635242400000,62703.0,63000.0,63040.0,62600.0,70.51333799
115,1635238800000,62852.0,62706.0,62873.45584097,62640.0,161.91733578
116,1635235200000,62463.0,62852.0,63116.0,62460.0,703.15887953
117,1635231600000,62409.0,62463.24957813,62528.0,62218.73256607,58.20545601
118,1635228000000,62397.09501085,62410.0,62617.0,62207.0,83.09408472
119,1635224400000,62464.0,62399.0,62636.67820877,62347.0,101.4670063
120,1635220800000,62764.0,62459.0,62812.0,62255.0,145.20268616
121,1635217200000,62751.0,62764.24016371,62852.0,62640.0,26.33160345
122,1635213600000,62724.0,62753.0,62915.75247445,62669.0,44.18199623
123,1635210000000,63101.0,62718.0,63125.16316171,62715.0,39.5046961
124,1635206400000,63100.0,63102.71527142,63332.60744575,62873.0,129.20900108
125,1635202800000,63028.64745007,63100.0,63184.0,63000.0,27.49977637
126,1635199200000,62840.0,63039.0,63125.0,62689.0,35.69326663
127,1635195600000,62559.0,62841.0,63266.0,62558.0,157.57940145
128,1635192000000,62706.0,62560.0,62826.16806717,62552.0,124.2757171
129,1635188400000,63129.0,62692.0,63156.79454648,62664.0,220.67597453
130,1635184800000,63083.0,63130.0,63148.91047489,62855.0,73.61397349
131,1635181200000,63620.0,63095.0,63643.80270328,62855.0,280.60062109
132,1635177600000,63600.0,63607.06932521,63666.0,63404.0,129.16706679
133,1635174000000,63321.6374269,63598.34941892,63624.0,63268.0,296.24614976
134,1635170400000,63250.0,63320.26143791,63321.6374269,62915.0,446.12075683
135,1635166800000,62739.0,63260.0,63375.0,62609.0,224.93463064
136,1635163200000,62764.82282475,62739.0,63000.0,62681.0,113.70538677
137,1635159600000,62801.0,62781.29771978,63160.0,62711.29257696,179.69614661
138,1635156000000,62738.0,62805.0,62834.39397902,62510.0,80.03815901
139,1635152400000,62731.0,62734.0,62879.0,62657.0,79.55854854
140,1635148800000,62665.0,62730.0,62948.0,62662.0266685,123.9145687
141,1635145200000,62038.0,62667.0,62875.0,61951.0,404.26388899
142,1635141600000,61875.0,62038.0,62054.0,61800.71797204,38.13540267
143,1635138000000,62073.0,61852.0,62135.0,61803.0,42.80294197
144,1635134400000,62105.0,62067.83143954,62209.0,61844.98937831,54.8492661
145,1635130800000,61964.0,62108.0,62244.0,61851.0,139.55922395
146,1635127200000,61735.0,61963.23555119,62040.0,61653.0,55.4058585
147,1635123600000,61814.0,61734.40951221,62111.0,61699.0,149.05723098
148,1635120000000,60832.0,61799.0,61820.0,60632.0,237.06167834
149,1635116400000,60891.0,60847.0,60937.0,60745.0,15.6162106
150,1635112800000,60963.0,60882.0,61035.96903775,60793.0,34.79720441
151,1635109200000,61142.3150126,60963.35213874,61298.0,60821.0,95.37139987
152,1635105600000,60658.0,61132.0,61142.0,60569.32737956,125.48394663
153,1635102000000,60117.26167431,60659.0,60741.0,60110.0,140.36246493
154,1635098400000,60310.93931326,60128.0,60310.93931326,59811.0,135.41613161
155,1635094800000,60408.0,60313.0,60560.0,60185.0,199.49756316
156,1635091200000,59887.0,60397.0,60433.29913959,59533.0,412.9565059
157,1635087600000,60102.0,59910.0,60399.0,59667.0,287.11754982
158,1635084000000,60547.0,60095.0,60600.0,60065.0,69.90149706
159,1635080400000,60430.11202953,60575.0,60810.0,60347.96017722,87.13014784
160,1635076800000,60298.0,60432.0,60798.0,59781.0,352.14631509
161,1635073200000,60971.0,60300.0,61002.0,60176.0,206.77500729
162,1635069600000,60818.0,60985.04083373,61079.0,60769.10163227,21.3950568
163,1635066000000,60532.0,60824.0,61304.0,60450.0,164.8494888
164,1635062400000,60699.0,60513.0,60722.98754723,60472.91598658,82.02530362
165,1635058800000,60711.0,60699.0,60916.0,60538.0,128.085538
166,1635055200000,60909.0,60710.17605322,61113.0,60642.0,33.92819947
167,1635051600000,60990.0,60911.34242654,61137.0,60854.0,20.90000288
168,1635048000000,61228.0,60987.0,61241.0,60909.0,37.90776851
169,1635044400000,61193.0,61217.0,61280.0,61121.0,55.29892341
170,1635040800000,61003.0,61231.0,61239.0,60825.0,46.07256694
171,1635037200000,61070.0,61016.0,61142.0,60942.0,63.3023237
172,1635033600000,61296.0,61100.0,61476.0,61068.0,60.7494377
173,1635030000000,61026.0,61302.0,61339.0,60949.0,26.95738698
174,1635026400000,61039.90303125,61023.99258903,61360.80295245,60975.0,36.49559631
175,1635022800000,61125.9672678,61040.78423212,61456.29416618,60921.0,51.55772245
176,1635019200000,61017.0,61122.0,61125.47156753,60825.0,35.20158403
177,1635015600000,61319.0,61024.0,61322.0,60913.0,34.28728698
178,1635012000000,61239.0,61319.0,61401.0,61135.0,36.70802948
179,1635008400000,61150.0,61238.0,61354.40921583,60969.0,50.72673203
180,1635004800000,61440.0,61164.0,61633.0,61005.0,113.79081013
181,1635001200000,61047.0,61440.0,61567.49733464,60750.0,134.92825854
182,1634997600000,61373.0,61064.0,61471.0,60987.0,117.91205325
183,1634994000000,61534.25671905,61362.0,61688.84779235,61231.0,83.75345498
184,1634990400000,61537.0,61521.03870601,61764.0,61328.0,69.17969519
185,1634986800000,60124.0,61537.0,61666.0,59755.0,934.79280946
186,1634983200000,60668.0,60115.0,60792.86842363,60111.0,149.68169948
187,1634979600000,61064.23916031,60666.0,61099.17959851,60322.0,117.0245197
188,1634976000000,60877.89015658,61064.23916031,61140.0,60877.89015658,62.61156756
189,1634972400000,61035.0,60890.0,61080.0,60703.0,92.40128584
190,1634968800000,60975.0,61037.99962573,61068.0,60744.0,59.23536683
191,1634965200000,61146.0,60977.0,61229.0,60858.0,62.760846300000004
192,1634961600000,61234.0,61143.0,61550.0,61011.0,89.73319313
193,1634958000000,61135.0,61227.0,61275.0,61019.80803754,33.75212798
194,1634954400000,61034.0,61130.0,61231.0,60978.0,52.19161928
195,1634950800000,61171.0,61031.0,61248.0,60869.0,32.85575408
196,1634947200000,60706.0,61171.0,61171.0,60386.0,232.68372766
197,1634943600000,60641.4598581,60706.0,60899.0,60636.0,52.87045975
198,1634940000000,60399.0,60649.0,60843.98357606,60326.0,197.26607825
199,1634936400000,60727.11260338,60405.0,60971.0,60177.0,262.15526105
200,1634932800000,61013.0,60734.0,61183.0,60706.0,94.23543196
201,1634929200000,60618.48013698,61015.34016647,61030.0,60337.0,103.48732655
202,1634925600000,60580.03476636,60620.0,60884.0,60039.0,218.38168781
203,1634922000000,61162.44771675,60581.0,61273.0,60500.0,177.26907267
204,1634918400000,60687.50472667,61166.0,61373.0,60013.0,803.10199047
205,1634914800000,61568.0,60688.0,61699.21323798,60555.0,912.5035937600001
206,1634911200000,62417.0,61570.0,62429.0,61100.0,1020.99360164
207,1634907600000,63665.0,62420.0,63666.0,62333.0,350.31194802
208,1634904000000,63398.17179963,63654.0,63666.0,63173.40444213,231.7142651
209,1634900400000,63220.0,63399.0,63444.0,63177.0,293.27323828
210,1634896800000,63304.0,63220.17074743,63309.11424372,62891.0,64.63660589
211,1634893200000,63570.0,63299.0,63729.0,63130.0,138.34168552
212,1634889600000,63337.0,63569.0,63621.0,63271.0,171.01419769
213,1634886000000,62734.0,63336.69008632,63365.79488105,62630.0,387.23719043
214,1634882400000,63024.0,62738.0,63196.0,62501.0,96.05226402
215,1634878800000,63025.0,63017.0,63177.0,62801.0,165.90982893
216,1634875200000,63204.0,63023.43720032,63244.0,62857.0,51.02649007
217,1634871600000,62824.0,63203.70204343,63244.0,62824.0,252.3011431
218,1634868000000,62563.0,62824.0,63000.0,62536.0,31.07491983
219,1634864400000,62794.80075535,62561.0,63075.0,62561.0,85.99621546
220,1634860800000,62199.0,62783.77372534,62899.0,62141.0,191.7318744
221,1634857200000,62447.24574779,62219.4946565,62690.0,62050.0,123.55979412
222,1634853600000,62750.0,62463.0,63085.0,62404.0,97.30542766
223,1634850000000,62665.0,62741.34755561,63015.0,62172.0,135.68546279
224,1634846400000,62820.0,62677.0,63068.0,62367.35851381,144.51364489
225,1634842800000,62757.0,62827.0,63466.0,62602.0,351.38273235
226,1634839200000,62512.13434408,62749.0,63219.0,62511.25576002,239.13786599
227,1634835600000,62829.0,62515.0,63394.0,62494.0,553.2076296
228,1634832000000,63001.0,62853.79183398,63630.0,62744.0,420.46067776
229,1634828400000,63659.0,63001.0,63884.0,61855.0,1220.16085563
230,1634824800000,64739.0,63657.0,64918.0,62914.0,1148.9969604
231,1634821200000,65072.81228347,64727.42090404,65523.0,64696.0,841.95674871
232,1634817600000,64864.53269242,65072.0,65138.0,64380.0,386.45030207
233,1634814000000,65646.0,64846.0,65976.0,64200.0,967.97340223
234,1634810400000,66207.49081551,65660.0,66215.3676293,65646.0,247.00017405
235,1634806800000,65904.0,66212.0,66643.0,65893.0,239.6830598
236,1634803200000,65109.94447484,65889.84074608,66085.0,65084.0,286.05027019
237,1634799600000,64646.0,65118.0,65254.0,64432.37423478,227.59221073
238,1634796000000,64885.0,64649.0,65034.0,64033.0,1674.95084768
239,1634792400000,65072.0,64885.0,65189.0,64855.53045845,539.83220856
240,1634788800000,65103.0,65073.0,65228.12623192,64647.2346159,754.0651592
241,1634785200000,64958.0,65105.0203678,65249.0,64427.0,790.16053145
242,1634781600000,65009.1414022,64958.0,65396.0,64118.0,1385.42572683
243,1634778000000,65631.19949678,65028.0,65728.0,64718.0,383.26458252
244,1634774400000,66021.0,65631.0,66022.0,65578.0,215.93753226
245,1634770800000,65896.0,66021.0,66197.52827011,65861.0,105.96756249
246,1634767200000,65810.0,65902.0,66100.0,65454.0,184.55237372
247,1634763600000,65993.0,65811.0,66045.0,65568.0,158.45018934
248,1634760000000,66374.0,65970.0,66400.0,65668.0,426.91563157
249,1634756400000,66644.0,66375.0,66699.9339076,66229.0,223.65165043
250,1634752800000,66374.0,66644.0,66695.0,66342.70831513,217.33864909
251,1634749200000,66429.0,66375.0,66511.0,66102.0,454.85074908
252,1634745600000,66832.0,66430.0,66888.0,66339.0,492.26050929
253,1634742000000,66673.0,66832.0,66865.0,66270.0,722.34829486
254,1634738400000,66080.0,66673.0,66958.0,65760.0,2210.48971646
255,1634734800000,64372.0,66079.0,66200.0,64154.0,2055.54804246
256,1634731200000,63778.0,64371.0,64551.10412076,63766.0,423.09471919
257,1634727600000,63837.0,63782.0,63907.0,63722.0,95.77276201
258,1634724000000,63995.0,63838.0,64040.16091875,63761.0,92.12196043
259,1634720400000,64022.0,63995.0,64153.0,63851.0,93.41181933
260,1634716800000,64020.0,64022.0,64223.0,63973.0,108.82264196
261,1634713200000,63782.0,64022.0,64106.0,63741.0,81.45410969
262,1634709600000,63770.0,63777.0,64181.60390542,63694.24115549,138.54276439
263,1634706000000,64052.0,63774.0,64052.0,63535.0,224.55957961
264,1634702400000,63844.0,64052.0,64095.0,63783.0,250.48209631
265,1634698800000,63780.0,63844.0,64030.32932494,63778.0,144.77012829
266,1634695200000,63818.0,63779.0,63939.110043,63709.0,99.09779039
267,1634691600000,64058.0,63817.62401253,64175.0,63721.0,129.18716729
268,1634688000000,64263.93176072,64056.53792462,64340.69397696,64001.0,127.94609289
269,1634684400000,64087.0,64263.0,64421.0,64003.0,250.39065752
270,1634680800000,64054.0,64089.0,64211.0,63848.0,84.21189435
271,1634677200000,64095.0,64074.0,64177.0,63700.0,201.4637937
272,1634673600000,64166.0,64083.42978788,64291.0,63828.0,273.71268115
273,1634670000000,63420.0,64165.32242109,64238.0,63408.61610442,1447.69704079
274,1634666400000,63394.0,63420.14027919,63576.0,63091.0308288,297.53990233
275,1634662800000,63166.04711969,63387.0,63484.15621477,63063.0,391.38662293
276,1634659200000,62401.0,63166.0,63182.0,62303.0,350.65667278
277,1634655600000,62556.0,62401.0,62845.0,62362.0,231.64268532
278,1634652000000,62658.43808458,62573.0,62729.0,61368.0,1015.55413432
279,1634648400000,62202.0,62657.0,63563.0,62067.0,2154.07375331
280,1634644800000,62119.0,62220.0,62500.0,61982.0,165.78493236
281,1634641200000,62227.0,62118.0,62291.0,62057.0,114.84865537
282,1634637600000,62109.0,62227.0,62379.0,62045.0,122.10111553
283,1634634000000,62529.0,62111.0,62532.15362017,61907.0,293.62779281
284,1634630400000,62295.0,62520.0,62541.9705998,61709.0,212.15295383
285,1634626800000,62183.0,62294.0,62314.64379563,61975.0,175.26865822
286,1634623200000,62469.0,62159.0,62504.39080431,62006.0,153.93074634
287,1634619600000,62426.83010812,62467.0,62569.0,62330.0,77.03817381
288,1634616000000,62599.0,62427.0,62824.0,62262.0,124.88001267
289,1634612400000,61745.0,62599.29785916,62972.0,61720.0,684.85366219
290,1634608800000,61810.0,61747.0,61895.0,61685.0,41.581239000000004
291,1634605200000,61852.0,61808.0,61985.0,61667.0,144.97326451
292,1634601600000,62007.0,61852.62318385,62317.0,61804.0,138.09657182
293,1634598000000,62071.0,61994.0,62099.0,61814.0,75.50328229
294,1634594400000,61778.0,62071.0,62080.0,61608.0,94.47822893
295,1634590800000,61364.0,61788.0,61900.0,61112.0,219.80952322
296,1634587200000,61416.0,61364.0,61577.0,61120.0,1044.56595976
297,1634583600000,61844.0,61438.0,61844.0,61025.0,343.64452195
298,1634580000000,61732.0,61844.24292063,62000.0,61693.78514631,62.354049
299,1634576400000,61798.0,61727.06307948,62092.0,61725.31160931,143.74842487
300,1634572800000,61997.0,61809.0,62360.0,61477.46463897,293.2301371
301,1634569200000,62103.0,61999.0,62183.0,61730.0,215.82956646
302,1634565600000,61825.0,62123.0,62213.0,61649.0,351.60117733
303,1634562000000,60614.0,61806.0,61927.0,59883.0,904.96030047
304,1634558400000,60890.0,60621.0,61145.73690433,60280.0,504.48580426
305,1634554800000,61315.0,60891.0,61524.0,60687.18442212,431.39355639
306,1634551200000,61252.62376202,61315.0,61509.0,60654.38038827,343.09882641
307,1634547600000,61818.0,61256.0,62143.0,60634.0,556.94617789
308,1634544000000,61915.0,61821.0,62470.64842387,61571.08446964,540.52969081
309,1634540400000,62286.0,61917.0,62682.0,61850.0,562.3873561
310,1634536800000,62371.0,62286.0,62457.0,62154.0,147.71994443
311,1634533200000,62394.0,62374.0,62550.0,62263.09115019,207.23053162
312,1634529600000,62114.72771506,62401.0,62446.0,61995.0,226.31153212
313,1634526000000,62115.0,62115.0,62283.0,61886.0,142.7026607
314,1634522400000,62089.0,62124.64783893,62318.0,61961.0,182.19621346
315,1634518800000,62438.40756496,62089.0,62573.0,62001.12875423,347.30208524
316,1634515200000,61508.0,62438.0,62450.0,61406.0,618.30357591
317,1634511600000,61263.0,61504.0,61698.0,61156.09104991,302.5175261
318,1634508000000,60616.0,61277.0,61293.0,60616.0,373.12450974
319,1634504400000,59387.14992524,60608.0,60687.0,59300.0,488.30325468
320,1634500800000,60503.0,59387.0,60510.0,59019.0,1168.58663897
321,1634497200000,60932.0,60502.0,60962.0,60289.0,279.31695244
322,1634493600000,61036.0,60932.0,61036.0,60838.0,158.65691562
323,1634490000000,60985.0,61035.0,61103.07317334,60839.0,179.67452693
324,1634486400000,60749.0,60987.0,61013.89446579,60654.0,164.25924196
325,1634482800000,61023.0,60743.0,61089.95637928,60500.0,185.53344456
326,1634479200000,61009.0,61029.0,61069.0,60747.0,71.72307043
327,1634475600000,60845.0,61009.0,61278.7997507,60650.0,130.00631792
328,1634472000000,60962.3122486,60845.15941633,60993.0,60691.0,88.25502172
329,1634468400000,61159.0,60953.0,61329.0,60953.0,93.77663941
330,1634464800000,61219.0,61171.0,61475.0,60913.0,212.70335726
331,1634461200000,60675.0,61222.0,61229.0,60658.0,236.90784838
332,1634457600000,60321.17939766,60677.0,60895.0,60313.0,113.19237389999999
333,1634454000000,60673.0,60318.0,60812.0,60313.0,105.16797847
334,1634450400000,60629.0,60685.0,60828.0,60582.0,62.33210894
335,1634446800000,60894.0,60625.0,60943.95247638,60604.73382772,45.77222598
336,1634443200000,61115.0,60899.0,61233.99909558,60882.0,81.33345746
337,1634439600000,61095.0,61114.0,61356.0,61061.0,79.83762062
338,1634436000000,61120.0,61096.0,61203.87178342,60861.69799393,54.43207442
339,1634432400000,60916.0,61119.0,61357.0,60868.38195171,327.78696661
340,1634428800000,60867.0,60915.0,61150.0,60501.0,140.2437545
341,1634425200000,60791.0,60868.0,61056.68852581,60710.0,55.24939175
342,1634421600000,60692.0,60792.0,60936.0,60500.0,72.09177674
343,1634418000000,61020.0,60691.07138194,61321.0,60691.07138194,105.0335027
344,1634414400000,60871.0,61011.0,61089.0,60576.0,110.92323673
345,1634410800000,61075.0,60875.25445441,61107.0,60853.0,188.97772199
346,1634407200000,60615.0,61079.0,61257.0,60545.57178895,206.45120102
347,1634403600000,60630.0,60601.0,60706.0,60171.0,367.41797562
348,1634400000000,60952.0,60631.0,61030.57301553,60505.0,177.59189181
349,1634396400000,60881.0,60942.0,61133.0,60640.15496413,144.44694697
350,1634392800000,60997.0,60893.0,61275.2341118,60743.0,142.99739425
351,1634389200000,60694.0,61001.0,61096.95057822,60536.0,175.71788701
352,1634385600000,61638.0,60695.0,61638.0,60505.0,476.68501603
353,1634382000000,61552.0,61641.0,61800.0,61471.0,196.2205386
354,1634378400000,61439.0,61539.0,61705.44588613,61363.0,258.88357855
355,1634374800000,61529.0,61435.0,61653.0,61408.0,199.07654934
356,1634371200000,61721.0,61530.0,62027.0,61475.0,197.61919787
357,1634367600000,61829.0,61720.0,61948.0,61546.0,127.3829486
358,1634364000000,62117.0,61824.0,62306.0,61816.0,170.32446087
359,1634360400000,61729.31153474,62144.3318697,62333.0,61714.1886348,215.4693441
360,1634356800000,61623.75962001,61747.0,62155.0,61571.0,194.51977311
361,1634353200000,61624.0,61623.0,61740.0,61358.0,88.94610245
362,1634349600000,61358.0,61636.37817158,61708.0,61100.67254311,123.48521507
363,1634346000000,61438.0,61359.0,61539.0,61205.0,111.14789428
364,1634342400000,61686.0,61440.0,61780.0,61213.0,176.19833294
365,1634338800000,61301.0,61680.0,61815.0,60931.0,156.75074348
366,1634335200000,61241.0,61308.0,61562.0,61225.0,208.66344238
367,1634331600000,62534.0,61243.0,62543.0,60814.0,716.20817805
368,1634328000000,61446.0,62534.0,62900.0,61014.0,1834.81599015
369,1634324400000,61644.0,61448.45839205,61650.0,61223.0,183.37039061
370,1634320800000,61759.0,61644.0,61865.0,61545.0,367.39697728
371,1634317200000,61456.0,61759.35683215,61862.16352277,61152.0,694.82601888
372,1634313600000,60033.98435619,61456.0,61540.0,60004.46384913,1373.77578149
373,1634310000000,60085.0,60018.0,60105.69785472,59689.0,286.72281541
374,1634306400000,59981.0,60076.0,60271.0,59691.0,317.65391958
375,1634302800000,59289.0,59982.0,60383.0,59254.0,646.3517561
376,1634299200000,59561.0,59289.0,59604.0,59251.0,147.50035673
377,1634295600000,59311.0,59563.0,59568.0,59229.0,107.87138629
378,1634292000000,59398.0,59314.0,59419.0,58878.0,314.09676657
379,1634288400000,58976.0,59398.0,59400.0,58810.0,252.77616279
380,1634284800000,59262.0,58976.0,59429.0,58852.0,490.85752718
381,1634281200000,59687.0,59263.0,59699.0,59250.0,385.23777054
382,1634277600000,59584.0,59712.0,59750.0,59370.0,262.24657441
383,1634274000000,59593.36741328,59581.0,60000.0,59410.0,782.70867688
384,1634270400000,59430.39881226,59593.0,59722.0,59050.0,361.11497239
385,1634266800000,59083.98753952,59434.0,59439.0,58850.0,284.83826081
386,1634263200000,57269.0,59086.0,59300.0,57088.0,1524.94117686
387,1634259600000,57054.0,57265.0,57307.0,56881.0,59.39169875
388,1634256000000,57352.0,57065.0,57440.0,57001.0,124.16245668
389,1634252400000,57604.0,57354.0,57636.0,57231.0,50.37211203
390,1634248800000,57768.0,57600.0,57768.0,57495.0,28.92748816
391,1634245200000,57449.0,57760.0,57772.0,57431.0,40.66422376
392,1634241600000,57867.0,57442.72485315,57877.0,57415.0,101.87545699
393,1634238000000,58061.0,57865.533685,58061.0,56856.0,575.06627615
